OBJECT_NAME,OBJECT_ID,NORAD_CAT_ID,OBJECT_TYPE,OPS_STATUS_CODE,OWNER,LAUNCH_DATE,LAUNCH_SITE,DECAY_DATE,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS,DATA_STATUS_CODE,ORBIT_CENTER,ORBIT_TYPE
ONEWEB-0601,2022-166Z,54665,PAY,+,UK,2022-12-08,AFETR,,108.94,87.92,1179,1176,,,EA,ORB
ONEWEB-0602,2022-166AA,54666,PAY,+,UK,2022-12-08,AFETR,,108.94,87.92,1179,1176,,,EA,ORB
ONEWEB-0603,2022-166AB,54667,PAY,+,UK,2022-12-08,AFETR,,108.94,87.92,1179,1176,,,EA,ORB
ONEWEB-0604,2022-166AC,54668,PAY,+,UK,2022-12-08,AFETR,,108.94,87.92,1179,1176,,,EA,ORB
ONEWEB-0605,2022-166AD,54669,PAY,+,UK,2022-12-08,AFETR,,108.94,87.92,1179,1177,,,EA,ORB
ONEWEB-0606,2022-166AE,54670,PAY,+,UK,2022-12-08,AFETR,,108.94,87.92,1179,1176,,,EA,ORB
ONEWEB-0607,2022-166AF,54671,PAY,+,UK,2022-12-08,AFETR,,108.94,87.92,1179,1176,,,EA,ORB
ONEWEB-0608,2022-166AG,54672,PAY,+,UK,2022-12-08,AFETR,,108.94,87.92,1179,1176,,,EA,ORB
ONEWEB-0610,2022-166AH,54673,PAY,+,UK,2022-12-08,AFETR,,108.94,87.92,1179,1176,,,EA,ORB
ONEWEB-0611,2022-166AJ,54674,PAY,+,UK,2022-12-08,AFETR,,108.94,87.92,1179,1176,,,EA,ORB
ONEWEB-0612,2022-166AK,54675,PAY,+,UK,2022-12-08,AFETR,,108.94,87.92,1179,1176,,,EA,ORB
ONEWEB-0615,2022-166AL,54676,PAY,+,UK,2022-12-08,AFETR,,108.94,87.92,1179,1176,,,EA,ORB
ONEWEB-0655,2022-166AM,54677,PAY,+,UK,2022-12-08,AFETR,,108.94,87.92,1179,1176,,,EA,ORB
ONEWEB-0659,2022-166AN,54678,PAY,+,UK,2022-12-08,AFETR,,108.94,87.92,1179,1176,,,EA,ORB
ONEWEB-0685,2022-166AP,54679,PAY,+,UK,2022-12-08,AFETR,,108.94,87.92,1179,1176,,,EA,ORB
ONEWEB-0712,2022-166AQ,54680,PAY,+,UK,2022-12-08,AFETR,,109.37,87.91,1201,1194,,,EA,ORB
ONEWEB-0714,2022-166AR,54681,PAY,+,UK,2022-12-08,AFETR,,108.94,87.92,1179,1176,,,EA,ORB
DONGPO 09,2022-167D,54685,PAY,+,PRC,2022-12-09,SEAL,,93.81,97.68,463,460,,,EA,ORB
DONGPO 08,2022-167E,54686,PAY,+,PRC,2022-12-09,SEAL,,93.97,97.68,475,462,,,EA,ORB
2022-167F,2022-167F,54687,PAY,+,PRC,2022-12-09,SEAL,,91.42,97.62,346,342,,,EA,ORB
DONGPO 10,2022-167H,54689,PAY,+,PRC,2022-12-09,SEAL,,93.92,97.69,469,463,,,EA,ORB
JILIN-1 GAOFEN 03D50,2022-167J,54690,PAY,+,PRC,2022-12-09,SEAL,,93.92,97.68,469,463,,,EA,ORB
JIAOTONG 5 (HEAD-2H),2022-167K,54691,PAY,+,PRC,2022-12-09,SEAL,,90.95,97.60,325,318,,,EA,ORB
JILIN-1 GAOFEN 03D47,2022-167L,54692,PAY,+,PRC,2022-12-09,SEAL,,93.96,97.69,473,463,,,EA,ORB
JILIN-1 GAOFEN 03D49,2022-167N,54694,PAY,+,PRC,2022-12-09,SEAL,,93.75,97.68,462,454,,,EA,ORB
JILIN-1 GAOFEN 03D48,2022-167P,54695,PAY,+,PRC,2022-12-09,SEAL,,93.88,97.68,468,460,,,EA,ORB
SHIYAN-20A (SY-20A),2022-169A,54699,PAY,+,PRC,2022-12-12,JSC,,100.73,60.00,804,783,,,EA,ORB
SHIYAN-20B (SY-20B),2022-169B,54700,PAY,+,PRC,2022-12-12,JSC,,100.73,60.00,807,780,,,EA,ORB
GALAXY 35 (G-35),2022-170A,54741,PAY,+,ITSO,2022-12-13,FRGUI,,1436.09,0.02,35795,35778,,,EA,ORB
GALAXY 36 (G-36),2022-170B,54742,PAY,+,ITSO,2022-12-13,FRGUI,,1436.11,0.01,35798,35775,,,EA,ORB
METEOSAT-12 (MTG-I1),2022-170C,54743,PAY,+,EUME,2022-12-13,FRGUI,,1436.04,0.75,35791,35780,,,EA,ORB
YAOGAN-36 04A,2022-171A,54746,PAY,+,PRC,2022-12-14,XICLF,,94.72,34.99,510,500,,,EA,ORB
YAOGAN-36 04B,2022-171C,54748,PAY,+,PRC,2022-12-14,XICLF,,94.55,35.00,500,493,,,EA,ORB
YAOGAN-36 04C,2022-171E,54750,PAY,+,PRC,2022-12-14,XICLF,,94.06,34.98,477,469,,,EA,ORB
SHIYAN-21 (SY-21),2022-172A,54752,PAY,+,PRC,2022-12-16,XICLF,,94.25,35.98,495,469,,,EA,ORB
SWOT,2022-173A,54754,PAY,+,US,2022-12-16,AFWTR,,102.84,77.61,894,893,,,EA,ORB
O3B MPOWER F1,2022-174A,54755,PAY,P,O3B,2022-12-16,AFETR,,287.93,0.06,8074,8058,,,EA,ORB
O3B MPOWER F2,2022-174B,54756,PAY,P,O3B,2022-12-16,AFETR,,287.93,0.06,8074,8057,,,EA,ORB
STARLINK-5464,2022-175A,54758,PAY,+,US,2022-12-17,AFETR,,95.44,53.22,540,539,,,EA,ORB
STARLINK-5215,2022-175B,54759,PAY,+,US,2022-12-17,AFETR,,95.44,53.22,541,539,,,EA,ORB
STARLINK-5220,2022-175C,54760,PAY,+,US,2022-12-17,AFETR,,95.44,53.22,541,539,,,EA,ORB
STARLINK-5202,2022-175D,54761,PAY,+,US,2022-12-17,AFETR,,95.44,53.21,541,539,,,EA,ORB
STARLINK-5214,2022-175E,54762,PAY,+,US,2022-12-17,AFETR,,95.44,53.22,541,539,,,EA,ORB
STARLINK-5191,2022-175F,54763,PAY,+,US,2022-12-17,AFETR,,95.44,53.22,541,539,,,EA,ORB
STARLINK-5458,2022-175G,54764,PAY,+,US,2022-12-17,AFETR,,95.44,53.22,540,539,,,EA,ORB
STARLINK-5471,2022-175J,54766,PAY,+,US,2022-12-17,AFETR,,95.44,53.21,541,539,,,EA,ORB
STARLINK-5472,2022-175K,54767,PAY,+,US,2022-12-17,AFETR,,95.44,53.22,541,539,,,EA,ORB
STARLINK-5444,2022-175L,54768,PAY,+,US,2022-12-17,AFETR,,95.44,53.22,540,539,,,EA,ORB
STARLINK-5448,2022-175N,54770,PAY,+,US,2022-12-17,AFETR,,95.44,53.22,541,539,,,EA,ORB
STARLINK-5451,2022-175P,54771,PAY,+,US,2022-12-17,AFETR,,95.44,53.22,541,539,,,EA,ORB
STARLINK-5452,2022-175Q,54772,PAY,+,US,2022-12-17,AFETR,,95.44,53.22,541,539,,,EA,ORB
STARLINK-5453,2022-175R,54773,PAY,+,US,2022-12-17,AFETR,,95.44,53.22,541,539,,,EA,ORB
STARLINK-5454,2022-175S,54774,PAY,+,US,2022-12-17,AFETR,,95.44,53.22,541,539,,,EA,ORB
STARLINK-5465,2022-175T,54775,PAY,+,US,2022-12-17,AFETR,,95.44,53.22,541,539,,,EA,ORB
STARLINK-5470,2022-175U,54776,PAY,+,US,2022-12-17,AFETR,,95.44,53.22,541,539,,,EA,ORB
STARLINK-5468,2022-175V,54777,PAY,+,US,2022-12-17,AFETR,,95.44,53.22,541,539,,,EA,ORB
STARLINK-5450,2022-175W,54778,PAY,+,US,2022-12-17,AFETR,,95.44,53.22,541,539,,,EA,ORB
STARLINK-5447,2022-175X,54779,PAY,+,US,2022-12-17,AFETR,,95.44,53.22,540,539,,,EA,ORB
STARLINK-5449,2022-175Y,54780,PAY,+,US,2022-12-17,AFETR,,95.44,53.22,541,539,,,EA,ORB
STARLINK-5443,2022-175Z,54781,PAY,+,US,2022-12-17,AFETR,,95.44,53.22,541,539,,,EA,ORB
STARLINK-5439,2022-175AB,54783,PAY,+,US,2022-12-17,AFETR,,95.44,53.22,541,539,,,EA,ORB
STARLINK-5442,2022-175AC,54784,PAY,+,US,2022-12-17,AFETR,,95.44,53.22,541,539,,,EA,ORB
STARLINK-5440,2022-175AD,54785,PAY,+,US,2022-12-17,AFETR,,95.44,53.22,541,539,,,EA,ORB
STARLINK-5441,2022-175AF,54787,PAY,+,US,2022-12-17,AFETR,,95.44,53.22,541,539,,,EA,ORB
STARLINK-5399,2022-175AG,54788,PAY,+,US,2022-12-17,AFETR,,95.44,53.22,541,539,,,EA,ORB
STARLINK-5446,2022-175AH,54789,PAY,+,US,2022-12-17,AFETR,,95.44,53.22,540,539,,,EA,ORB
STARLINK-5445,2022-175AJ,54790,PAY,+,US,2022-12-17,AFETR,,95.44,53.22,540,539,,,EA,ORB
STARLINK-5425,2022-175AK,54791,PAY,+,US,2022-12-17,AFETR,,95.44,53.22,541,539,,,EA,ORB
STARLINK-5431,2022-175AL,54792,PAY,+,US,2022-12-17,AFETR,,95.44,53.22,541,539,,,EA,ORB
STARLINK-5433,2022-175AM,54793,PAY,+,US,2022-12-17,AFETR,,95.44,53.22,541,539,,,EA,ORB
STARLINK-5436,2022-175AP,54795,PAY,+,US,2022-12-17,AFETR,,95.44,53.22,541,539,,,EA,ORB
