satellite,norad_id,inclination,eccentricity,mean_motion,right ascension,perigee,mean anomaly
STARLINK-32347,61010.0,53.1587,0.0001005,15.30183117,308.0105,111.0245,249.0863
GEESAT-3 01,61011.0,49.9992,0.0003162,14.83965309,65.8264,323.0719,37.0002
GEESAT-3 02,61012.0,49.9931,0.0018774,14.83959701,66.1424,132.7507,227.5014
GEESAT-3 03,61013.0,49.9924,0.0005662,14.83946524,65.0927,208.3807,151.6823
GEESAT-3 04,61014.0,49.9987,0.0002479,14.83002705,336.3797,146.5682,213.5413
GEESAT-3 05,61015.0,50.0017,0.0012941,14.83955734,66.3249,131.252,228.9535
GEESAT-3 06,61016.0,49.9969,0.0016466,14.83961379,66.2512,154.6837,205.4912
GEESAT-3 07,61017.0,49.9926,0.001104,14.83967259,65.9212,108.4764,251.7375
GEESAT-3 08,61018.0,50.0042,0.0027735,14.83955339,65.9054,170.2216,189.9268
GEESAT-3 09,61019.0,49.9964,0.0022087,14.83965944,65.5358,136.489,223.7796
GEESAT-3 10,61020.0,49.9984,0.0003768,14.83965936,66.1863,192.4613,167.6232
SPACEMOBILE-003,61045.0,52.9745,0.0003408,15.20985033,290.8084,252.858,107.2041
SPACEMOBILE-005,61046.0,52.9712,0.0008756,15.21048243,290.8038,262.4634,97.5366
SPACEMOBILE-001,61047.0,52.9683,0.0006389,15.2108105,291.1756,266.2393,93.7871
SPACEMOBILE-002,61048.0,52.9699,0.0006372,15.21011919,290.9663,254.9679,105.061
SPACEMOBILE-004,61049.0,52.9773,0.0006867,15.2104408,290.2513,288.6415,71.3833
STARLINK-11286 [DTC],61050.0,53.1586,0.0001365,15.69703935,185.2724,77.1522,282.9648
STARLINK-11252 [DTC],61051.0,53.158,9.7e-05,15.69696326,185.2376,72.3909,287.7215
STARLINK-11230 [DTC],61053.0,53.1581,7.27e-05,15.69698993,185.1705,117.3582,242.751
STARLINK-11294 [DTC],61054.0,53.1583,0.0001113,15.69708869,184.8264,92.6414,267.4732
STARLINK-11268 [DTC],61055.0,53.1608,9.7e-05,15.696743,188.5587,102.1522,257.9605
STARLINK-11156 [DTC],61056.0,53.1593,8.5e-05,15.68819432,184.2811,109.7833,1.7656
STARLINK-11231 [DTC],61057.0,53.1579,0.0001354,15.69723692,185.4615,65.7232,294.3927
STARLINK-11299 [DTC],61058.0,53.159,7.14e-05,15.69705852,185.4266,75.1285,284.9812
STARLINK-11154 [DTC],61059.0,53.1594,7.78e-05,15.69717867,185.3955,94.2775,265.8332
STARLINK-11297 [DTC],61060.0,53.1577,0.0001055,15.69718318,185.3628,64.2227,295.89
STARLINK-11233 [DTC],61061.0,53.1592,7.57e-05,15.6970448,185.3303,56.9584,303.1507
STARLINK-11236 [DTC],61062.0,53.1604,6.26e-05,15.69676988,188.1235,20.9856,339.1188
STARLINK-32350,61063.0,53.1607,0.0001139,15.30168253,334.1263,51.6776,308.4327
STARLINK-32378,61064.0,53.1616,0.0001351,15.30193897,333.2275,89.2867,270.8288
STARLINK-32321,61065.0,53.1617,0.0001203,15.30215672,333.2913,97.9971,262.1167
STARLINK-32381,61066.0,53.1614,8.64e-05,15.3018195,334.263,113.1634,246.9458
STARLINK-32385,61068.0,53.1612,0.0001275,15.30196494,333.27,65.982,294.1315
STARLINK-32380,61069.0,53.1619,0.0001351,15.30211288,333.8568,86.5882,273.5273
STARLINK-32375,61070.0,53.1583,0.0001173,15.30190353,333.3056,83.2053,276.9081
CHAMRAN-1,61072.0,64.0759,0.0047185,15.10513188,286.4428,309.8161,49.8805
2024-166B,61180.0,96.6889,0.0003427,15.75464878,347.4143,170.717,189.4161
GSAT0232 (GALILEO 32),61182.0,55.2109,0.0004053,1.70474484,223.4183,206.9701,148.926
GSAT0226 (GALILEO 31),61183.0,55.2079,0.0001443,1.70474564,223.3648,157.3,212.1474
BEIDOU-3 M25,61186.0,54.5395,0.0003725,1.86230346,304.817,321.6272,215.3942
BEIDOU-3 M27,61187.0,54.5346,0.0002876,1.86230456,304.8072,31.7599,146.4859
JILIN-01 KUANFU 02B 1,61189.0,97.5557,0.0006475,15.09545491,184.8748,285.5793,74.4721
JILIN-01 KUANFU 02B 2,61190.0,97.5554,0.0009921,15.09519979,184.2454,281.5851,78.4264
JILIN-01 KUANFU 02B 3,61191.0,97.5549,0.0016601,15.09528857,184.6944,211.3369,148.6872
JILIN-01 KUANFU 02B 4,61192.0,97.5509,0.0009952,15.09521122,184.2292,168.5336,191.6122
JILIN-01 KUANFU 02B 5,61193.0,97.5552,0.0012171,15.09528855,185.0169,199.9044,160.1712
JILIN-01 KUANFU 02B 6,61194.0,97.5538,0.0015088,15.09520627,184.8941,229.2978,130.6941
TIANQI-29,61195.0,44.8558,0.0004335,13.9912077,106.5525,110.7437,249.3859
TIANQI-30,61196.0,44.8573,0.0006271,13.99120032,106.722,116.3979,243.7496
TIANQI-31,61197.0,44.8609,0.0006074,13.99113119,106.9977,88.445,271.7076
TIANQI-32,61198.0,44.8594,0.0006135,13.99135701,107.3529,83.6232,276.5298
STARLINK-11209 [DTC],61200.0,53.1579,6.99e-05,15.69727888,50.3597,133.2443,226.8633
STARLINK-11257 [DTC],61201.0,53.1592,9.59e-05,15.69732784,50.3248,86.9064,273.2063
STARLINK-11309 [DTC],61202.0,53.1594,0.0001475,15.69701556,51.2329,112.1126,248.0048
STARLINK-11292 [DTC],61203.0,53.1593,0.0002371,15.69687294,50.2577,149.9375,210.178
STARLINK-11302 [DTC],61204.0,53.159,0.0001459,15.6972316,50.223,138.8432,221.2696
STARLINK-11277 [DTC],61205.0,53.1599,0.0001289,15.69711769,50.4728,79.7247,280.3916
STARLINK-11279 [DTC],61206.0,53.1581,0.0001337,15.69738007,50.1268,129.0336,231.0801
STARLINK-11091 [DTC],61207.0,53.1597,0.0001018,15.69731901,50.1915,72.0173,288.0956
STARLINK-11291 [DTC],61208.0,53.1588,0.0001699,15.69721212,50.4082,135.5187,224.5968
STARLINK-11304 [DTC],61209.0,53.1601,0.0001158,15.69705341,50.3739,92.1154,267.9997
STARLINK-11307 [DTC],61210.0,53.1584,0.0001322,15.6969599,51.0745,123.9814,236.1329
STARLINK-11298 [DTC],61211.0,53.1585,0.0001206,15.69725313,50.4118,117.7158,242.3983
STARLINK-11310 [DTC],61212.0,53.1592,0.0001482,15.69706602,51.0115,110.2768,249.841
STARLINK-32386,61213.0,53.1599,0.0001095,15.30172289,203.1621,94.3812,265.7314
STARLINK-32392,61214.0,53.159,0.0001476,15.30162454,206.0057,62.9691,297.146
STARLINK-32436,61215.0,53.1626,0.0001052,15.30203139,203.1702,76.1791,283.9326
STARLINK-32425,61216.0,53.1624,8.22e-05,15.30214283,203.7205,138.5659,221.5404
STARLINK-32342,61217.0,53.1595,0.0001186,15.30155098,206.6902,74.7864,285.3267
STARLINK-32423,61218.0,53.1576,8.82e-05,15.30158463,206.7005,24.1805,335.9237
STARLINK-32248,61219.0,53.1588,0.0001253,15.30182688,203.7748,109.402,250.7116
KINEIS-3C,61220.0,98.0346,0.0002643,14.72315661,184.8992,57.2676,302.8786
KINEIS-3D,61221.0,98.0345,0.0001982,14.72322356,184.9709,66.1902,293.9513
KINEIS-3E,61222.0,98.035,0.0001143,14.7231664,184.9461,80.1176,280.016
KINEIS-3A,61223.0,98.0334,0.0001346,14.72349302,185.0232,13.672,346.4524
KINEIS-3B,61224.0,98.0331,0.0001377,14.72335298,185.0362,359.6949,0.4257
2024-173A,61227.0,97.3431,0.0004938,15.5862835,179.1701,163.7155,196.4261
2024-173C,61229.0,97.3433,0.0011886,15.45285343,175.866,56.3655,303.8726
2024-173D,61230.0,97.3577,0.0011014,15.27971903,174.3442,153.3729,206.8078
2024-173E,61231.0,97.4121,0.0001811,15.19171029,167.8105,90.5419,269.6024
2024-173F,61232.0,97.3506,0.0005242,15.66362461,187.2474,66.7353,293.4459
2024-174A,61238.0,97.4505,0.0002483,15.19194378,103.0825,99.8231,260.3284
2024-174B,61239.0,97.4499,0.0021281,15.09718857,99.7639,178.6162,181.513
2024-174C,61240.0,97.4454,0.0005161,15.18855405,103.3295,150.0374,210.1157
2024-174D,61241.0,97.4418,0.0013772,15.28546606,105.7201,126.7717,233.4789
2024-174E,61242.0,97.4493,0.0014883,15.26655945,105.4039,130.3528,229.9013
STARLINK-11300 [DTC],61243.0,53.1583,0.0001214,15.69682609,291.761,120.5859,239.5279
STARLINK-11276 [DTC],61244.0,53.1578,0.0001324,15.69703496,291.7289,117.4704,242.6448
STARLINK-11280 [DTC],61245.0,53.1573,0.0001135,15.69694576,291.6721,126.1715,233.9408
STARLINK-11308 [DTC],61246.0,53.1576,9.54e-05,15.69679117,291.6983,80.325,279.7876
STARLINK-11305 [DTC],61247.0,53.1594,4.63e-05,15.69695522,292.2593,53.925,306.1811
STARLINK-11317 [DTC],61248.0,53.1584,0.0001616,15.69681164,291.9145,161.7152,198.3924
STARLINK-11293 [DTC],61249.0,53.1585,9.07e-05,15.69671995,292.1949,66.528,293.5833
STARLINK-11319 [DTC],61251.0,53.1582,7.27e-05,15.69670048,291.9211,136.4083,223.6993
STARLINK-11318 [DTC],61252.0,53.159,6.9e-05,15.69661176,292.8287,76.4702,283.6393
STARLINK-11311 [DTC],61253.0,53.1569,0.000101,15.69687537,292.7963,48.6646,311.4459
STARLINK-11306 [DTC],61254.0,53.1598,0.0001242,15.69689526,292.7641,94.8061,265.3099
STARLINK-11313 [DTC],61255.0,53.157,0.0001247,15.69673202,292.7291,56.9209,303.1928
STARLINK-32431,61256.0,53.1605,0.0001833,15.30192872,75.4129,81.4002,278.7206
STARLINK-32432,61257.0,53.1612,0.0001372,15.3018997,75.4364,86.453,273.6627
STARLINK-32382,61258.0,53.1598,0.0001212,15.30195834,75.4538,90.381,269.7329
STARLINK-32435,61259.0,53.1591,0.0001206,15.30185859,75.5033,86.946,273.1678
STARLINK-32474,61260.0,53.161,0.0001376,15.30192047,75.3745,94.7122,265.4036
STARLINK-32447,61261.0,53.1603,0.0001414,15.30195423,75.3937,93.767,266.3493
STARLINK-32446,61262.0,53.159,0.0001268,15.30258493,75.4842,106.0525,254.0616
HULIANWAN GAOGUI-03 (H*),61503.0,0.0528,7.4e-05,1.00274413,21.6745,110.0044,350.1418
STARLINK-32174,61509.0,53.1623,0.0001294,15.30178361,11.2931,94.1914,265.9235
STARLINK-32139,61510.0,53.1616,0.0001113,15.30198469,23.826,111.2377,248.8743
STARLINK-32140,61511.0,53.1616,0.0001217,15.30162527,23.716,98.9863,261.1276
STARLINK-32201,61512.0,53.1614,0.000173,15.30181634,11.8796,77.6809,282.4385
STARLINK-32030,61513.0,53.1616,0.0001286,15.3018609,24.1649,102.638,257.4764
STARLINK-31837,61514.0,53.1641,0.0001358,15.30189409,24.6851,81.1586,278.9568
STARLINK-32136,61515.0,53.1615,0.0001076,15.30202689,24.2281,119.941,240.1697
STARLINK-32047,61516.0,53.1614,0.000109,15.30205205,24.3616,102.2458,257.8665
STARLINK-31756,61517.0,53.1614,0.0001136,15.3020111,24.8735,91.1832,268.9299
STARLINK-32172,61518.0,53.1609,0.0001523,15.30188437,24.3398,116.6792,243.4365
STARLINK-32338,61519.0,53.1619,0.000146,15.30200986,23.6847,107.9505,252.1655
STARLINK-32306,61520.0,53.1623,9.24e-05,15.30244763,24.2734,96.6538,263.4568
STARLINK-32297,61521.0,53.1624,0.0001339,15.30195632,24.2511,81.4127,278.7026
STARLINK-32260,61522.0,53.1615,0.0002216,15.30204724,23.6269,105.4914,254.6331
STARLINK-32305,61523.0,53.1614,0.0001253,15.3025909,24.1334,112.5942,247.5192
STARLINK-32296,61524.0,53.1617,0.0001703,15.30182197,24.2114,84.2459,275.8736
STARLINK-32298,61525.0,53.1615,0.0001185,15.30183174,23.5831,76.0037,284.1096
STARLINK-32293,61526.0,53.1611,0.0001391,15.30186131,24.8842,85.6391,274.4769
STARLINK-32313,61527.0,53.1626,0.0001428,15.30199568,24.2331,108.5595,251.5561
STARLINK-32319,61528.0,53.1621,0.0001476,15.30195673,24.266,93.1434,266.9736
STARLINK-32351,61529.0,53.1619,0.000131,15.30190446,20.9257,120.3292,239.7838
STARLINK-32261,61530.0,53.162,0.0001246,15.30196047,24.1825,95.7356,264.3787
STARLINK-32358,61531.0,53.1623,0.0001349,15.30187324,24.3829,128.5957,231.5165
STARLINK-11354 [DTC],61532.0,53.1594,0.0001133,15.69728178,110.2542,114.8275,245.2861
STARLINK-11323 [DTC],61533.0,53.158,0.0001337,15.69716782,110.1906,101.9786,258.1382
STARLINK-11338 [DTC],61534.0,53.1593,0.0001339,15.6971462,110.223,95.7512,264.3659
STARLINK-11362 [DTC],61535.0,53.1584,0.0001583,15.69715209,110.1247,109.0196,251.0993
STARLINK-11295 [DTC],61536.0,53.1586,9.89e-05,15.69702641,110.1573,119.2369,240.8748
STARLINK-11325 [DTC],61538.0,53.159,0.0001352,15.69704945,110.0589,96.1856,263.9316
STARLINK-11332 [DTC],61539.0,53.1583,0.0001374,15.69707323,110.0481,127.3109,232.8035
STARLINK-11350 [DTC],61540.0,53.1593,0.0001375,15.69728556,109.6784,116.4942,243.6217
STARLINK-11357 [DTC],61541.0,53.1596,0.0001357,15.69711615,110.3809,87.3428,272.7745
STARLINK-11322 [DTC],61542.0,53.1564,0.0001744,15.69723226,110.349,131.1483,228.9685
STARLINK-11364 [DTC],61543.0,53.1588,0.0001558,15.69719833,110.3155,114.6986,245.4195
STARLINK-11349 [DTC],61544.0,53.1585,0.0001445,15.69716345,110.2822,109.8178,250.2996
STARLINK-32406,61545.0,53.1612,6.36e-05,15.30197065,255.7742,90.6493,269.4581
STARLINK-32445,61546.0,53.1612,0.0002035,15.30177753,257.3703,86.09,274.0333
STARLINK-32411,61547.0,53.1574,0.0001422,15.30300453,257.5702,44.8424,315.2691
STARLINK-32424,61548.0,53.16,0.0001551,15.30194872,255.8306,102.0371,258.0804
STARLINK-32389,61549.0,53.158,2.52e-05,15.30130394,257.5539,299.5823,60.5152
STARLINK-32476,61550.0,53.1586,8.2e-05,15.30198603,255.8125,113.3025,246.8063
STARLINK-32366,61551.0,53.1588,8.86e-05,15.3019576,255.8726,104.4713,255.6386
QIANFAN-19,61552.0,88.9798,0.0005222,14.14419058,65.0239,320.6396,39.4411
QIANFAN-20,61553.0,88.9795,0.0005816,14.08965677,65.4642,9.7351,350.3945
QIANFAN-21,61554.0,88.9717,0.0011014,14.22772887,63.7687,10.4066,349.7351
QIANFAN-22,61555.0,88.9778,0.0007489,13.86356913,66.8936,29.8817,330.278
QIANFAN-23,61556.0,88.9791,0.0006266,14.16432712,64.7775,331.7838,28.301
QIANFAN-24,61557.0,88.9775,0.0006891,14.23983296,64.005,301.7365,58.3155
QIANFAN-25,61558.0,88.9786,0.0009862,14.06023778,65.4292,348.5912,11.5045
QIANFAN-26,61559.0,88.9782,0.0007351,13.7787846,67.5817,46.1618,314.0155
QIANFAN-27,61560.0,88.9788,0.0005178,14.2747793,63.7328,287.7145,72.3484
QIANFAN-28,61561.0,88.9804,0.0004767,14.28277086,63.7416,287.1494,72.9178
QIANFAN-29,61562.0,88.9752,0.0011931,13.51056655,69.6579,85.5212,274.7302
QIANFAN-30,61563.0,88.9773,0.0009705,13.50029578,69.2279,74.1615,286.0605
QIANFAN-31,61564.0,88.9758,0.0009108,13.5801612,68.8464,66.9722,293.2393
QIANFAN-32,61565.0,88.9817,0.0011769,13.50772639,69.3986,96.5183,263.7308
QIANFAN-33,61566.0,88.9775,0.000673,13.9664997,66.2366,354.9846,5.1263
QIANFAN-34,61567.0,88.9753,0.0005196,14.02411675,65.651,2.284,357.8363
QIANFAN-35,61568.0,88.9785,0.0003971,14.28176296,63.6468,283.6543,76.4209
QIANFAN-36,61569.0,88.9751,0.0008314,13.55619299,69.2991,78.5055,281.7032
GAOFEN-12 05,61571.0,97.9127,0.0001942,14.8089803,103.4085,115.2893,244.8521
STARLINK-11356 [DTC],61574.0,53.1571,0.0001068,15.69692589,173.4405,74.3365,285.777
STARLINK-11376 [DTC],61575.0,53.1588,0.0001253,15.69708718,170.2715,92.6189,267.4972
STARLINK-11372 [DTC],61576.0,53.1589,0.0001972,15.69700299,170.2372,93.8846,266.2398
STARLINK-11375 [DTC],61577.0,53.1592,0.0001464,15.69707727,170.2039,96.8964,263.222
STARLINK-11285 [DTC],61578.0,53.1601,0.000135,15.69722363,170.1761,359.4944,0.6072
STARLINK-11275 [DTC],61579.0,53.1593,9.72e-05,15.69698264,170.1369,112.7585,247.3535
STARLINK-11342 [DTC],61580.0,53.1576,9.54e-05,15.69698521,170.1041,87.0724,273.0403
STARLINK-11374 [DTC],61581.0,53.158,9.21e-05,15.69704513,174.2573,62.255,297.8561
STARLINK-11373 [DTC],61582.0,53.1604,0.0001007,15.69699421,170.775,98.8397,261.2735
STARLINK-11368 [DTC],61583.0,53.1595,7.64e-05,15.69710187,170.7413,142.353,217.7542
STARLINK-11370 [DTC],61584.0,53.1571,0.000164,15.69661331,173.5331,115.5467,244.572
STARLINK-11361 [DTC],61585.0,53.1567,0.0001593,15.69874308,170.6766,61.6452,298.4726
STARLINK-11360 [DTC],61586.0,53.16,1.3e-05,15.69709401,170.6439,89.1168,270.9865
STARLINK-32353,61587.0,53.1578,0.0001096,15.30206413,307.2758,60.6125,299.4985
STARLINK-32325,61588.0,53.1607,0.000122,15.30182118,307.7027,95.9885,264.1254
STARLINK-32416,61589.0,53.1611,0.0001325,15.30181191,292.0964,83.274,276.8411
STARLINK-32413,61590.0,53.1616,0.0001146,15.30191331,307.7968,76.1437,283.9692
STARLINK-32409,61591.0,53.1614,0.0001143,15.30188496,293.6393,92.4096,267.7035
STARLINK-32422,61592.0,53.1575,0.0001072,15.30186745,292.9946,94.4009,265.7114
STARLINK-32397,61593.0,53.1614,0.0001188,15.30185687,305.5923,100.2773,259.8361
ONEWEB-0015,61594.0,87.8903,0.0001325,13.11417508,35.7955,91.7147,268.4133
ONEWEB-0687,61595.0,87.9174,0.0001344,13.17650587,20.562,68.6861,291.4414
ONEWEB-0688,61596.0,87.9174,9.64e-05,13.17650649,20.5708,119.2045,240.9183
ONEWEB-0689,61597.0,87.8928,0.000171,13.1142006,35.7336,68.7296,291.4015
ONEWEB-0690,61598.0,87.8918,0.0002392,13.11419798,35.7499,91.8214,268.3188
ONEWEB-0691,61599.0,87.8927,0.0001441,13.11420412,35.653,83.5838,276.5454
ONEWEB-0692,61600.0,87.8902,0.0002392,13.11417567,35.7761,62.5204,297.6167
ONEWEB-0693,61601.0,87.9173,0.0002313,13.17650154,20.59,97.7719,262.3675
ONEWEB-0695,61602.0,87.891,0.0001979,13.11416746,35.7724,63.0459,297.0871
ONEWEB-0697,61603.0,87.8902,0.0002443,13.11416617,35.7708,64.7083,295.4298
ONEWEB-0698,61604.0,87.8906,0.000305,13.11419961,35.7753,78.0138,282.1332
ONEWEB-0699,61605.0,87.8832,0.0002459,13.10374641,51.0589,70.1507,289.9885
ONEWEB-0700,61606.0,87.8844,0.0002201,13.10376956,50.956,62.6946,297.4405
ONEWEB-0701,61607.0,87.8826,0.0002576,13.10374922,50.9788,67.2487,292.8913
ONEWEB-0702,61608.0,87.8921,0.000247,13.11415748,35.674,57.1655,302.971
ONEWEB-0704,61609.0,87.8838,0.0002399,13.10374669,51.0819,57.9374,302.1986
ONEWEB-0705,61610.0,87.8831,0.0001435,13.10376809,50.9699,42.165,317.9588
ONEWEB-0706,61611.0,87.8822,0.0001997,13.10376616,51.0439,62.2221,297.9109
ONEWEB-0707,61612.0,87.8832,0.0002072,13.10377041,51.0473,63.8431,296.2909
ONEWEB-0708,61613.0,87.8817,0.000133,13.10374472,50.9928,73.2671,286.8602
TIANPING 3A-01,61614.0,97.53,0.0001443,15.01024182,116.8551,107.4701,252.6681
YAOGAN-43 03A,61617.0,34.9914,0.0005341,15.23164589,304.0784,8.782,351.2988
YAOGAN-43 03B,61618.0,34.9889,0.0005911,15.2314865,310.1578,25.4598,334.6407
YAOGAN-43 03C,61619.0,34.9964,0.0005234,15.23046053,304.3546,26.6631,333.4352
STARLINK-32302,61621.0,43.0035,8.29e-05,15.27564205,10.815,264.2216,95.8541
STARLINK-32364,61622.0,43.0056,0.0001619,15.27572201,10.8914,280.4736,79.5933
STARLINK-32331,61623.0,43.0062,0.0001397,15.27577835,14.0813,251.2543,108.8157
STARLINK-32398,61624.0,43.0017,0.0001745,15.27582571,10.2423,286.3171,73.7489
STARLINK-32365,61625.0,43.0055,7.15e-05,15.27548444,10.835,330.3301,29.751
STARLINK-32333,61626.0,43.0021,0.0001082,15.27563015,14.5386,290.4565,69.617
STARLINK-32399,61627.0,43.0043,0.0001196,15.27577415,3.378,293.7046,66.368
STARLINK-32421,61628.0,43.0018,4.34e-05,15.27565756,12.8763,301.5118,58.5692
STARLINK-32403,61629.0,43.002,0.0001069,15.27568825,10.5798,297.5042,62.5701
STARLINK-32390,61630.0,43.004,0.000136,15.27602638,10.7153,268.6648,91.4047
STARLINK-32348,61631.0,43.001,7.21e-05,15.27558873,14.11,294.6082,65.4695
STARLINK-32455,61632.0,43.0,9e-05,15.27585758,14.5931,229.2321,130.8453
STARLINK-32396,61633.0,43.0007,8.29e-05,15.27556396,14.5112,287.0967,72.9794
STARLINK-32355,61634.0,42.9967,9.26e-05,15.27559557,14.2456,281.8393,78.2354
STARLINK-32370,61635.0,43.0065,0.0001414,15.27559753,10.4108,262.834,97.2351
STARLINK-32405,61636.0,43.0036,0.0001402,15.2756993,14.2734,283.7874,76.2822
STARLINK-32419,61637.0,43.0011,5.09e-05,15.27571972,11.052,39.3465,320.7423
STARLINK-32320,61638.0,43.0078,5.55e-05,15.27503116,14.6697,302.6863,57.3935
STARLINK-32341,61639.0,43.0027,0.0001208,15.27578163,10.6259,287.3118,72.7602
STARLINK-32339,61640.0,42.9947,0.0001066,15.27559385,10.388,82.82,277.2773
STARLINK-32327,61641.0,43.0029,0.0001043,15.27568009,10.4895,269.4056,90.6676
STARLINK-32264,61642.0,42.9995,0.0012716,15.3902392,11.6415,222.9324,306.8063
STARLINK-32337,61643.0,43.0034,0.0001179,15.27564968,10.5473,301.7457,58.328
STARLINK-32238,61661.0,53.1602,0.0001558,15.30187877,333.1917,97.8036,262.3141
STARLINK-32310,61662.0,53.162,4.09e-05,15.30194345,333.6741,62.3692,297.735
STARLINK-32308,61663.0,53.162,0.0002649,15.30772485,338.3668,320.8544,39.2265
STARLINK-32301,61664.0,53.1606,0.0001155,15.3018757,333.5451,120.1366,239.9749
STARLINK-32439,61665.0,53.1591,0.0001298,15.30188827,333.5723,110.103,250.0111
STARLINK-32428,61666.0,53.1614,0.0001121,15.30169708,333.6007,73.2457,286.8667
STARLINK-32414,61667.0,53.1615,8.61e-05,15.30182737,334.1111,99.0988,261.011
STARLINK-32441,61668.0,53.1621,0.0001361,15.30186697,333.7556,97.3112,262.8044
STARLINK-32400,61669.0,53.1617,0.0001275,15.30187031,331.5085,89.6664,270.4483
STARLINK-32449,61670.0,53.1605,0.000138,15.30201283,333.1027,49.3504,310.7617
STARLINK-32453,61671.0,53.1613,0.0001567,15.30190016,333.639,53.9362,306.1784
STARLINK-32443,61672.0,53.1606,0.0001223,15.30162432,333.0096,104.9446,255.169
STARLINK-32417,61673.0,53.1616,0.0001318,15.30179052,332.986,86.131,273.9841
STARLINK-32326,61674.0,53.1617,0.0001423,15.30187925,332.9707,113.4578,246.6572
STARLINK-32294,61675.0,53.1615,0.0001276,15.30191783,332.9505,109.9027,250.2111
STARLINK-32309,61676.0,53.1624,0.000156,15.30202922,332.8848,114.6332,245.4832
STARLINK-32323,61677.0,53.161,0.0001557,15.30186167,332.9244,96.983,263.1348
STARLINK-32363,61678.0,53.16,0.0001153,15.301841,331.9664,110.073,279.6791
STARLINK-32395,61679.0,53.161,0.0001286,15.30198137,333.5775,109.3542,250.7598
STARLINK-32412,61680.0,53.1581,0.0001135,15.30183966,332.9248,119.1238,240.9877
STARLINK-32426,61681.0,53.1605,0.0001139,15.30263933,333.5566,123.7759,236.335
STARLINK-32429,61682.0,53.1602,0.0001813,15.30169028,332.9307,103.9341,256.1862
STARLINK-11335 [DTC],61687.0,53.1601,0.000172,15.69716932,260.9151,80.2018,279.9194
STARLINK-11344 [DTC],61688.0,53.1625,0.0001287,15.69691363,260.8815,80.9135,279.2029
STARLINK-11312 [DTC],61689.0,53.1594,9.36e-05,15.69697126,260.8492,101.1796,258.9327
STARLINK-11340 [DTC],61690.0,53.1572,6.43e-05,15.69712002,263.0129,67.8537,292.2549
STARLINK-11339 [DTC],61691.0,53.1588,0.000115,15.69693219,260.7503,115.435,244.6787
STARLINK-11315 [DTC],61692.0,53.1597,8.36e-05,15.69706878,260.7836,113.878,246.2326
STARLINK-11366 [DTC],61693.0,53.1595,0.0001104,15.69697285,260.7177,83.4442,276.6702
STARLINK-11348 [DTC],61694.0,53.1595,6.47e-05,15.6969629,260.9978,144.5274,215.5787
STARLINK-11327 [DTC],61695.0,53.1593,0.0001655,15.69690129,262.5335,83.9093,276.2114
STARLINK-11341 [DTC],61696.0,53.1596,0.0001764,15.69689864,261.8726,110.3144,249.8064
STARLINK-11346 [DTC],61697.0,53.1571,0.0001811,15.69661159,261.84,138.8808,221.2346
STARLINK-11296 [DTC],61699.0,53.1598,5.87e-05,15.6971355,260.2076,60.7522,299.3554
STARLINK-32349,61700.0,53.1611,0.0001454,15.30243641,36.7077,78.9524,281.164
STARLINK-32461,61701.0,53.1609,0.0001324,15.30198869,36.6487,87.684,272.4312
STARLINK-32299,61702.0,53.162,0.0001252,15.30192543,36.5635,118.1594,241.9533
STARLINK-32335,61703.0,53.1423,0.0011659,15.78906039,26.4039,159.8174,200.331
STARLINK-32387,61704.0,53.1625,0.0001401,15.30180938,37.0436,91.2653,268.8508
STARLINK-32515,61705.0,53.1616,0.0001188,15.30201937,36.833,115.556,244.5564
STARLINK-32533,61706.0,53.1612,0.0001432,15.30177855,37.0561,100.1506,259.9656
STARLINK-32376,61707.0,53.1626,0.0001455,15.30192552,343.5334,87.6758,272.4409
STARLINK-32402,61708.0,53.1611,0.000153,15.30187202,343.4046,102.269,257.8482
STARLINK-32314,61709.0,53.1597,0.0001277,15.301862,346.345,94.5418,265.5729
STARLINK-32404,61710.0,53.1617,0.0001217,15.30197078,343.5348,94.8663,265.2477
STARLINK-32312,61711.0,53.1597,0.0001261,15.3019525,342.9584,71.6043,288.5094
